Transaction ID,Date,Description,Category,Sub-Category,Account,Type,Amount,Counterparty,Notes,Flag
TXN-00346,2025-06-22,SOCSO and EIS contribution - Jun 2025,Payroll,SOCSO & EIS,RHB Bank,Outflow,552.00,PERKESO,,
TXN-00380,2025-06-22,Staff salary - Jun 2025,Payroll,Salary,CIMB,Outflow,21605.50,Payroll - Internal,Approved by CFO,
TXN-00611,2025-06-24,Consulting fee - antivirus - annual,Revenue,Consulting Fee,CIMB,Inflow,8380.50,Ernst & Young Malaysia,,
TXN-00033,2025-06-25,Project milestone payment - ERP Implementation,Revenue,Project Payment,Maybank,Inflow,32472.00,UEM Sunrise Berhad,Partial payment - balance next month,
TXN-00149,2025-06-25,Client payment - invoice INV-9266,Revenue,Client Payment,CIMB,Inflow,46070.00,Petronas Dagangan Sdn Bhd,Direct debit,
TXN-00193,2025-06-26,Office supplies purchase,Operating Expenses,Office Supplies,Hong Leong Bank,Outflow,513.50,Stabilo Malaysia,,
TXN-00691,2025-06-26,Electricity & water bill - Jun 2025,Operating Expenses,Utilities,Hong Leong Bank,Outflow,552.50,Tenaga Nasional Berhad (TNB),,
TXN-00209,2025-06-28,Monthly retainer - Jun 2025,Revenue,Retainer Fee,RHB Bank,Inflow,9569.00,Alliance Bank Malaysia,Partial payment - balance next month,
TXN-00581,2025-06-28,Client payment - invoice INV-3381,Revenue,Client Payment,Hong Leong Bank,Inflow,28680.00,Gamuda Berhad,,
TXN-00717,2025-06-28,Software licence - HR audit and benchmarking,CAPEX,Software & Licences,Maybank,Outflow,3000.00,Adobe Systems Malaysia,One-off purchase,
TXN-00735,2025-06-28,Subcontractor payment - Warehouse Expansion,Cost of Goods,Subcontractor,Hong Leong Bank,Outflow,56095.50,Mudajaya Group Berhad,Partial payment - balance next month,Large Transaction
TXN-00061,2025-06-29,Client payment - invoice SO-2124,Revenue,Client Payment,CIMB,Inflow,23342.00,Petronas Dagangan Sdn Bhd,,
TXN-00131,2025-06-29,Subcontractor payment - Digital Transformation Initiative,Cost of Goods,Subcontractor,RHB Bank,Outflow,42880.00,WCT Holdings Berhad,One-off purchase,
TXN-00306,2025-06-29,Office supplies purchase,Operating Expenses,Office Supplies,Maybank,Outflow,518.50,Jaya Grocer,One-off purchase,
TXN-00352,2025-06-29,Sales & Service Tax - Jun 2025,Tax,SST Payment,CIMB,Outflow,3661.50,Lembaga Hasil Dalam Negeri (LHDN),,
TXN-00375,2025-06-29,SOCSO and EIS contribution - Jun 2025,Payroll,SOCSO & EIS,Hong Leong Bank,Outflow,345.50,PERKESO,,
TXN-00698,2025-06-29,Project milestone payment - ERP Implementation,Revenue,Project Payment,RHB Bank,Inflow,75337.50,IJM Corporation Berhad,Partial payment - balance next month,Large Transaction
TXN-00176,2025-06-30,Staff salary - Jun 2025,Payroll,Salary,Maybank,Outflow,26844.00,Payroll - Internal,Partial payment - balance next month,
TXN-00423,2025-06-30,Internet & phone - Jun 2025,Operating Expenses,Telecommunications,Hong Leong Bank,Outflow,724.50,TIME dotCom,Partial payment - balance next month,
TXN-00458,2025-06-30,EPF employer contribution - Jun 2025,Payroll,EPF Contribution,CIMB,Outflow,3434.50,Kumpulan Wang Simpanan Pekerja (KWSP),Approved by CFO,
TXN-00007,2025-07-01,Client payment - invoice SO-5374,Revenue,Client Payment,CIMB,Inflow,37171.00,Telekom Malaysia Berhad,Approved by CFO,
TXN-00594,2025-07-01,Materials purchase - PO INV-3446,Cost of Goods,Materials & Supplies,Hong Leong Bank,Outflow,36038.00,Nippon Paint Malaysia,Recurring monthly,
TXN-00720,2025-07-01,Client payment - invoice OR-7948,Revenue,Client Payment,RHB Bank,Inflow,18799.50,IHH Healthcare Berhad,Revised amount per credit note,
TXN-00707,2025-07-02,Staff salary - Jul 2025,Payroll,Salary,CIMB,Outflow,28126.00,Payroll - Internal,,
TXN-00524,2025-07-03,Internet & phone - Jul 2025,Operating Expenses,Telecommunications,RHB Bank,Outflow,566.50,TIME dotCom,Recurring monthly,
TXN-00123,2025-07-05,Staff salary - Jul 2025,Payroll,Salary,Hong Leong Bank,Outflow,24529.00,Payroll - Internal,,
TXN-00453,2025-07-06,Client payment - invoice INV-4913,Revenue,Client Payment,CIMB,Inflow,33304.00,Sime Darby Property Berhad,,
TXN-00663,2025-07-06,Client payment - invoice PO-4433,Revenue,Client Payment,RHB Bank,Inflow,13550.00,Maxis Berhad,,
TXN-00110,2025-07-07,Sales & Service Tax - Jul 2025,Tax,SST Payment,Hong Leong Bank,Outflow,5051.50,Lembaga Hasil Dalam Negeri (LHDN),Revised amount per credit note,
TXN-00200,2025-07-07,SOCSO and EIS contribution - Jul 2025,Payroll,SOCSO & EIS,Maybank,Outflow,358.50,PERKESO,,
TXN-00472,2025-07-07,Staff salary - Jul 2025,Payroll,Salary,CIMB,Outflow,23712.50,Payroll - Internal,Recurring monthly,
TXN-00295,2025-07-08,Internet & phone - Jul 2025,Operating Expenses,Telecommunications,Maybank,Outflow,639.50,Telekom Malaysia (TM),Direct debit,
TXN-00117,2025-07-09,Client payment - invoice SO-8264,Revenue,Client Payment,Maybank,Inflow,71334.00,Maxis Berhad,Revised amount per credit note,Large Transaction
TXN-00630,2025-07-09,Electricity & water bill - Jul 2025,Operating Expenses,Utilities,CIMB,Outflow,900.00,Syabas Puncak Niaga,,
TXN-00369,2025-07-10,Equipment purchase - surveillance camera system,CAPEX,Equipment Purchase,RHB Bank,Outflow,17754.50,Canon Marketing Malaysia,,
TXN-00102,2025-07-11,Project milestone payment - IT Infrastructure Upgrade,Revenue,Project Payment,CIMB,Inflow,38711.00,Malaysian Resources Corporation Berhad,,
TXN-00551,2025-07-11,Client payment - invoice SO-2405,Revenue,Client Payment,CIMB,Inflow,65821.00,Petronas Dagangan Sdn Bhd,,Large Transaction
TXN-00064,2025-07-12,Internet & phone - Jul 2025,Operating Expenses,Telecommunications,CIMB,Outflow,405.00,TIME dotCom,Urgent payment,
TXN-00153,2025-07-12,Monthly retainer - Jul 2025,Revenue,Retainer Fee,Maybank,Inflow,7520.00,Alliance Bank Malaysia,Partial payment - balance next month,
TXN-00156,2025-07-12,Client payment - invoice SO-3658,Revenue,Client Payment,CIMB,Inflow,46866.50,Gamuda Berhad,,
TXN-00259,2025-07-12,EPF employer contribution - Jul 2025,Payroll,EPF Contribution,Maybank,Outflow,4001.50,Kumpulan Wang Simpanan Pekerja (KWSP),Urgent payment,
TXN-00008,2025-07-14,Client payment - invoice PO-4598,Revenue,Client Payment,CIMB,Inflow,53511.50,Petronas Dagangan Sdn Bhd,Revised amount per credit note,Large Transaction
TXN-00060,2025-07-14,Monthly retainer - Jul 2025,Revenue,Retainer Fee,RHB Bank,Inflow,3686.50,Kenanga Investment Bank,Recurring monthly,
TXN-00253,2025-07-14,Client payment - invoice OR-8798,Revenue,Client Payment,CIMB,Inflow,16812.50,Petronas Dagangan Sdn Bhd,Partial payment - balance next month,
TXN-00570,2025-07-14,Office rental - Jul 2025,Operating Expenses,Office Rent,Maybank,Outflow,5972.50,CapitaLand Malaysia Mall Trust,Direct debit,
TXN-00097,2025-07-15,Internet & phone - Jul 2025,Operating Expenses,Telecommunications,Hong Leong Bank,Outflow,719.00,Telekom Malaysia (TM),Direct debit,
TXN-00103,2025-07-15,Office rental - Jul 2025,Operating Expenses,Office Rent,RHB Bank,Outflow,6238.00,IGB Real Estate Investment Trust,Direct debit,
TXN-00106,2025-07-15,Client payment - invoice PO-5847,Revenue,Client Payment,RHB Bank,Inflow,26521.50,Petronas Dagangan Sdn Bhd,One-off purchase,
TXN-00229,2025-07-15,Consulting fee - colour laser printer,Revenue,Consulting Fee,CIMB,Inflow,16211.00,Crowe Malaysia,Revised amount per credit note,
TXN-00359,2025-07-15,Client payment - invoice PO-4056,Revenue,Client Payment,RHB Bank,Inflow,34105.00,Hartalega Holdings Berhad,Approved by CFO,
TXN-00729,2025-07-15,Term loan repayment - Jul 2025,Loan Repayment,Bank Loan,Maybank,Outflow,7860.00,Maybank Business Banking,Recurring monthly,
TXN-00476,2025-07-16,Client payment - invoice OR-9536,Revenue,Client Payment,Maybank,Inflow,65380.00,Gamuda Berhad,,Large Transaction
TXN-00012,2025-07-17,Office rental - Jul 2025,Operating Expenses,Office Rent,Maybank,Outflow,6344.00,CapitaLand Malaysia Mall Trust,,
TXN-00173,2025-07-17,Income tax instalment CP500 - Jul 2025,Tax,Income Tax Instalment,Hong Leong Bank,Outflow,9698.00,Lembaga Hasil Dalam Negeri (LHDN),Recurring monthly,
TXN-00168,2025-07-18,Client payment - invoice PO-5155,Revenue,Client Payment,Maybank,Inflow,29208.00,Maxis Berhad,,
TXN-00650,2025-07-19,Project milestone payment - Website Redevelopment,Revenue,Project Payment,RHB Bank,Inflow,103938.50,Malaysian Resources Corporation Berhad,,Large Transaction
TXN-00308,2025-07-20,Client payment - invoice PO-1894,Revenue,Client Payment,Maybank,Inflow,25170.00,YTL Corporation Berhad,One-off purchase,
TXN-00196,2025-07-21,Client payment - invoice OR-4944,Revenue,Client Payment,Maybank,Inflow,14235.00,Maxis Berhad,Direct debit,
TXN-00137,2025-07-22,Client payment - invoice INV-1125,Revenue,Client Payment,CIMB,Inflow,49527.00,IHH Healthcare Berhad,Urgent payment,
TXN-00142,2025-07-22,EPF employer contribution - Jul 2025,Payroll,EPF Contribution,Maybank,Outflow,3536.50,Kumpulan Wang Simpanan Pekerja (KWSP),,
TXN-00227,2025-07-22,Office supplies purchase,Operating Expenses,Office Supplies,Maybank,Outflow,642.50,Stabilo Malaysia,,
TXN-00521,2025-07-22,SOCSO and EIS contribution - Jul 2025,Payroll,SOCSO & EIS,CIMB,Outflow,468.50,PERKESO,,
TXN-00724,2025-07-22,Electricity & water bill - Jul 2025,Operating Expenses,Utilities,Maybank,Outflow,566.00,Tenaga Nasional Berhad (TNB),Partial payment - balance next month,
TXN-00538,2025-07-23,Staff salary - Jul 2025,Payroll,Salary,CIMB,Outflow,33845.50,Payroll - Internal,Urgent payment,
TXN-00198,2025-07-26,Office supplies purchase,Operating Expenses,Office Supplies,Hong Leong Bank,Outflow,745.00,MPH Bookstores,,
TXN-00394,2025-07-26,Client payment - invoice INV-4742,Revenue,Client Payment,CIMB,Inflow,47641.50,Sime Darby Property Berhad,One-off purchase,
TXN-00481,2025-07-26,Staff salary - Jul 2025,Payroll,Salary,Maybank,Outflow,24974.50,Payroll - Internal,Revised amount per credit note,
TXN-00058,2025-07-27,Electricity & water bill - Jul 2025,Operating Expenses,Utilities,RHB Bank,Outflow,772.50,Tenaga Nasional Berhad (TNB),,
TXN-00252,2025-07-27,Consulting fee - UPS battery replacement,Revenue,Consulting Fee,Maybank,Inflow,16215.00,Ernst & Young Malaysia,,
TXN-00332,2025-07-27,Client payment - invoice OR-5093,Revenue,Client Payment,CIMB,Inflow,19316.00,Telekom Malaysia Berhad,,
TXN-00382,2025-07-27,Income tax instalment CP500 - Jul 2025,Tax,Income Tax Instalment,Hong Leong Bank,Outflow,7625.00,Lembaga Hasil Dalam Negeri (LHDN),Approved by CFO,
TXN-00613,2025-07-27,Client payment - invoice INV-2781,Revenue,Client Payment,RHB Bank,Inflow,28538.00,Gamuda Berhad,,
TXN-00270,2025-07-29,Materials purchase - PO OR-3280,Cost of Goods,Materials & Supplies,Hong Leong Bank,Outflow,21914.00,CSC Steel Holdings Berhad,Partial payment - balance next month,
TXN-00461,2025-07-30,Electricity & water bill - Jul 2025,Operating Expenses,Utilities,CIMB,Outflow,792.50,Tenaga Nasional Berhad (TNB),,
TXN-00746,2025-07-30,Subcontractor payment - Website Redevelopment,Cost of Goods,Subcontractor,Hong Leong Bank,Outflow,41733.00,Mudajaya Group Berhad,,
TXN-00512,2025-07-31,Materials purchase - PO SO-2121,Cost of Goods,Materials & Supplies,Maybank,Outflow,21346.00,Ann Joo Resources Berhad,One-off purchase,
TXN-00094,2025-08-01,Professional services - ISO 9001 gap assessment,Operating Expenses,Professional Services,Hong Leong Bank,Outflow,6278.00,Messrs Ranjit Singh & Yeoh,One-off purchase,
TXN-00192,2025-08-01,Client payment - invoice OR-8609,Revenue,Client Payment,CIMB,Inflow,27974.00,Gamuda Berhad,Revised amount per credit note,
TXN-00460,2025-08-01,Electricity & water bill - Aug 2025,Operating Expenses,Utilities,RHB Bank,Outflow,601.00,Syabas Puncak Niaga,,
TXN-00589,2025-08-01,Materials purchase - PO OR-1745,Cost of Goods,Materials & Supplies,Maybank,Outflow,21442.00,CSC Steel Holdings Berhad,Urgent payment,
TXN-00238,2025-08-02,Consulting fee - surveillance camera system,Revenue,Consulting Fee,Hong Leong Bank,Inflow,16075.50,Deloitte Malaysia,Direct debit,
TXN-00582,2025-08-02,Client payment - invoice SO-3643,Revenue,Client Payment,CIMB,Inflow,68479.50,Gamuda Berhad,One-off purchase,Large Transaction
TXN-00659,2025-08-02,Sales & Service Tax - Aug 2025,Tax,SST Payment,RHB Bank,Outflow,3509.00,Lembaga Hasil Dalam Negeri (LHDN),,
TXN-00159,2025-08-03,Staff salary - Aug 2025,Payroll,Salary,Maybank,Outflow,26480.00,Payroll - Internal,Revised amount per credit note,
TXN-00284,2025-08-03,EPF employer contribution - Aug 2025,Payroll,EPF Contribution,CIMB,Outflow,3604.50,Kumpulan Wang Simpanan Pekerja (KWSP),Direct debit,
TXN-00066,2025-08-04,Client payment - invoice OR-2729,Revenue,Client Payment,CIMB,Inflow,32853.50,Axiata Group Berhad,Recurring monthly,
TXN-00738,2025-08-04,SOCSO and EIS contribution - Aug 2025,Payroll,SOCSO & EIS,Hong Leong Bank,Outflow,470.00,PERKESO,Partial payment - balance next month,
TXN-00511,2025-08-05,Project milestone payment - ERP Implementation,Revenue,Project Payment,Hong Leong Bank,Inflow,67913.00,UEM Sunrise Berhad,Recurring monthly,Large Transaction
TXN-00289,2025-08-06,EPF employer contribution - Aug 2025,Payroll,EPF Contribution,RHB Bank,Outflow,3202.00,Kumpulan Wang Simpanan Pekerja (KWSP),,
TXN-00714,2025-08-06,Term loan repayment - Aug 2025,Loan Repayment,Bank Loan,RHB Bank,Outflow,4460.00,CIMB Business Loan,,
TXN-00726,2025-08-06,Client payment - invoice OR-5563,Revenue,Client Payment,Hong Leong Bank,Inflow,49023.50,Gamuda Berhad,Partial payment - balance next month,
TXN-00059,2025-08-08,Client payment - invoice SO-8564,Revenue,Client Payment,RHB Bank,Inflow,28536.00,Hartalega Holdings Berhad,Direct debit,
TXN-00316,2025-08-08,Monthly retainer - Aug 2025,Revenue,Retainer Fee,Maybank,Inflow,6655.00,Alliance Bank Malaysia,Recurring monthly,
TXN-00448,2025-08-08,Materials purchase - PO SO-1079,Cost of Goods,Materials & Supplies,RHB Bank,Outflow,13660.00,CSC Steel Holdings Berhad,Revised amount per credit note,
TXN-00723,2025-08-08,Vehicle hire purchase - Aug 2025,Loan Repayment,Hire Purchase,CIMB,Outflow,905.50,RHB Hire Purchase,Direct debit,
TXN-00635,2025-08-10,Electricity & water bill - Aug 2025,Operating Expenses,Utilities,Hong Leong Bank,Outflow,806.50,Tenaga Nasional Berhad (TNB),Partial payment - balance next month,
TXN-00543,2025-08-11,Monthly retainer - Aug 2025,Revenue,Retainer Fee,Maybank,Inflow,7444.00,Alliance Bank Malaysia,Partial payment - balance next month,
TXN-00745,2025-08-11,Materials purchase - PO INV-9556,Cost of Goods,Materials & Supplies,CIMB,Outflow,12936.00,Cahya Mata Sarawak Berhad,Urgent payment,
TXN-00161,2025-08-12,Client payment - invoice INV-4637,Revenue,Client Payment,Maybank,Inflow,32001.50,Maxis Berhad,Partial payment - balance next month,
TXN-00667,2025-08-12,Client payment - invoice SO-4541,Revenue,Client Payment,RHB Bank,Inflow,30332.00,Sime Darby Property Berhad,Direct debit,
TXN-00404,2025-08-13,Monthly retainer - Aug 2025,Revenue,Retainer Fee,CIMB,Inflow,4663.00,Public Bank Berhad,Partial payment - balance next month,
TXN-00477,2025-08-13,Electricity & water bill - Aug 2025,Operating Expenses,Utilities,CIMB,Outflow,480.50,Syabas Puncak Niaga,One-off purchase,
TXN-00569,2025-08-13,Client payment - invoice OR-6323,Revenue,Client Payment,RHB Bank,Inflow,31592.00,IHH Healthcare Berhad,,
TXN-00572,2025-08-14,Client payment - invoice OR-5989,Revenue,Client Payment,RHB Bank,Inflow,27290.00,Sime Darby Property Berhad,,
TXN-00079,2025-08-15,Staff salary - Aug 2025,Payroll,Salary,Maybank,Outflow,31744.00,Payroll - Internal,Approved by CFO,
TXN-00687,2025-08-16,Subcontractor payment - ERP Implementation,Cost of Goods,Subcontractor,CIMB,Outflow,40028.00,Mudajaya Group Berhad,Approved by CFO,
TXN-00233,2025-08-17,Office rental - Aug 2025,Operating Expenses,Office Rent,RHB Bank,Outflow,5428.00,Pavilion REIT,Approved by CFO,
TXN-00499,2025-08-17,Staff salary - Aug 2025,Payroll,Salary,CIMB,Outflow,29837.50,Payroll - Internal,Revised amount per credit note,
TXN-00644,2025-08-17,Office supplies purchase,Operating Expenses,Office Supplies,Maybank,Outflow,846.00,Stabilo Malaysia,Urgent payment,
TXN-00003,2025-08-18,Staff salary - Aug 2025,Payroll,Salary,Hong Leong Bank,Outflow,22908.50,Payroll - Internal,Approved by CFO,
TXN-00068,2025-08-19,Project milestone payment - ERP Implementation,Revenue,Project Payment,Hong Leong Bank,Inflow,24743.00,Malaysian Resources Corporation Berhad,Revised amount per credit note,
TXN-00199,2025-08-19,Consulting fee - colour laser printer,Revenue,Consulting Fee,Hong Leong Bank,Inflow,19390.50,PwC Malaysia,Revised amount per credit note,
TXN-00421,2025-08-20,Term loan repayment - Aug 2025,Loan Repayment,Bank Loan,Hong Leong Bank,Outflow,8182.50,CIMB Business Loan,Recurring monthly,
TXN-00426,2025-08-20,Monthly retainer - Aug 2025,Revenue,Retainer Fee,RHB Bank,Inflow,5403.00,Alliance Bank Malaysia,Urgent payment,
TXN-00126,2025-08-21,EPF employer contribution - Aug 2025,Payroll,EPF Contribution,RHB Bank,Outflow,3451.00,Kumpulan Wang Simpanan Pekerja (KWSP),Approved by CFO,
TXN-00127,2025-08-21,Consulting fee - colour laser printer,Revenue,Consulting Fee,RHB Bank,Inflow,10576.00,Ernst & Young Malaysia,Urgent payment,
TXN-00134,2025-08-21,Consulting fee - surveillance camera system,Revenue,Consulting Fee,Maybank,Inflow,21998.50,Ernst & Young Malaysia,,
TXN-00098,2025-08-22,Client payment - invoice INV-3361,Revenue,Client Payment,Maybank,Inflow,34295.50,Sime Darby Property Berhad,Urgent payment,
TXN-00393,2025-08-22,Software licence - server rack upgrade,CAPEX,Software & Licences,RHB Bank,Outflow,5289.00,SAP Malaysia,Approved by CFO,
TXN-00483,2025-08-23,Professional services - colour laser printer,Operating Expenses,Professional Services,Maybank,Outflow,4412.50,Lee Hishammuddin Allen & Gledhill,Approved by CFO,
TXN-00535,2025-08-23,Monthly retainer - Aug 2025,Revenue,Retainer Fee,RHB Bank,Inflow,6700.50,AmBank Group,,
TXN-00683,2025-08-23,Client payment - invoice INV-2313,Revenue,Client Payment,Hong Leong Bank,Inflow,67179.50,Sime Darby Property Berhad,,Large Transaction
TXN-00335,2025-08-25,Client payment - invoice INV-3752,Revenue,Client Payment,RHB Bank,Inflow,12053.50,YTL Corporation Berhad,Partial payment - balance next month,
TXN-00671,2025-08-25,SOCSO and EIS contribution - Aug 2025,Payroll,SOCSO & EIS,CIMB,Outflow,457.00,PERKESO,One-off purchase,
TXN-00243,2025-08-27,Sales & Service Tax - Aug 2025,Tax,SST Payment,Hong Leong Bank,Outflow,3145.50,Lembaga Hasil Dalam Negeri (LHDN),,
TXN-00679,2025-08-27,Consulting fee - server rack upgrade,Revenue,Consulting Fee,Maybank,Inflow,14474.00,Crowe Malaysia,Approved by CFO,
TXN-00730,2025-08-27,Professional services - Xero accounting subscription,Operating Expenses,Professional Services,Hong Leong Bank,Outflow,5189.50,Lee Hishammuddin Allen & Gledhill,Recurring monthly,
TXN-00111,2025-08-28,Materials purchase - PO INV-3306,Cost of Goods,Materials & Supplies,Hong Leong Bank,Outflow,9090.00,Cahya Mata Sarawak Berhad,Partial payment - balance next month,
TXN-00217,2025-08-28,Subcontractor payment - Office Renovation Phase 1,Cost of Goods,Subcontractor,RHB Bank,Outflow,34198.50,WCT Holdings Berhad,,
TXN-00640,2025-08-28,Project milestone payment - Digital Transformation Initiative,Revenue,Project Payment,Hong Leong Bank,Inflow,44174.50,Malaysian Resources Corporation Berhad,,
TXN-00158,2025-08-29,Term loan repayment - Aug 2025,Loan Repayment,Bank Loan,RHB Bank,Outflow,8585.00,CIMB Business Loan,Partial payment - balance next month,
TXN-00410,2025-08-29,Staff salary - Aug 2025,Payroll,Salary,Hong Leong Bank,Outflow,22570.00,Payroll - Internal,Urgent payment,
TXN-00584,2025-08-30,Client payment - invoice SO-2999,Revenue,Client Payment,Hong Leong Bank,Inflow,36846.50,Hartalega Holdings Berhad,Recurring monthly,
TXN-00201,2025-08-31,Office supplies purchase,Operating Expenses,Office Supplies,Hong Leong Bank,Outflow,1204.00,MPH Bookstores,Revised amount per credit note,
TXN-00685,2025-08-31,Equipment purchase - financial due diligence,CAPEX,Equipment Purchase,Hong Leong Bank,Outflow,7477.50,Hewlett-Packard Malaysia,,
TXN-00705,2025-09-01,Office rental - Sep 2025,Operating Expenses,Office Rent,Maybank,Outflow,6848.00,CapitaLand Malaysia Mall Trust,,
TXN-00027,2025-09-02,Client payment - invoice SO-1931,Revenue,Client Payment,Maybank,Inflow,40068.00,Sime Darby Property Berhad,Approved by CFO,
TXN-00077,2025-09-02,Software licence - Xero accounting subscription,CAPEX,Software & Licences,Maybank,Outflow,3593.50,Microsoft Malaysia,One-off purchase,
TXN-00344,2025-09-02,Client payment - invoice INV-6435,Revenue,Client Payment,Hong Leong Bank,Inflow,46615.00,Sime Darby Property Berhad,Revised amount per credit note,
TXN-00390,2025-09-02,Staff salary - Sep 2025,Payroll,Salary,Hong Leong Bank,Outflow,31822.00,Payroll - Internal,Revised amount per credit note,
TXN-00124,2025-09-03,Client payment - invoice OR-7984,Revenue,Client Payment,RHB Bank,Inflow,16136.00,Axiata Group Berhad,,
TXN-00170,2025-09-03,Term loan repayment - Sep 2025,Loan Repayment,Bank Loan,Maybank,Outflow,6022.00,CIMB Business Loan,,
TXN-00185,2025-09-03,Vehicle hire purchase - Sep 2025,Loan Repayment,Hire Purchase,Hong Leong Bank,Outflow,1649.50,Maybank Hire Purchase,Direct debit,
TXN-00592,2025-09-04,Electricity & water bill - Sep 2025,Operating Expenses,Utilities,RHB Bank,Outflow,889.00,Syabas Puncak Niaga,Partial payment - balance next month,
TXN-00598,2025-09-05,Client payment - invoice PO-6363,Revenue,Client Payment,CIMB,Inflow,23608.00,Telekom Malaysia Berhad,,
TXN-00026,2025-09-07,Electricity & water bill - Sep 2025,Operating Expenses,Utilities,Maybank,Outflow,864.00,Tenaga Nasional Berhad (TNB),,
TXN-00388,2025-09-07,Materials purchase - PO PO-3897,Cost of Goods,Materials & Supplies,Maybank,Outflow,17085.00,Nippon Paint Malaysia,Approved by CFO,
TXN-00489,2025-09-09,Sales & Service Tax - Sep 2025,Tax,SST Payment,CIMB,Outflow,1892.00,Lembaga Hasil Dalam Negeri (LHDN),Partial payment - balance next month,
TXN-00509,2025-09-09,Client payment - invoice OR-5908,Revenue,Client Payment,Hong Leong Bank,Inflow,40165.50,YTL Corporation Berhad,,
TXN-00702,2025-09-09,Project milestone payment - ERP Implementation,Revenue,Project Payment,RHB Bank,Inflow,42250.50,Malaysian Resources Corporation Berhad,,
TXN-00115,2025-09-10,Monthly retainer - Sep 2025,Revenue,Retainer Fee,CIMB,Inflow,6112.50,Alliance Bank Malaysia,Revised amount per credit note,
TXN-00343,2025-09-10,Subcontractor payment - Warehouse Expansion,Cost of Goods,Subcontractor,Maybank,Outflow,21737.00,WCT Holdings Berhad,Approved by CFO,
TXN-00288,2025-09-11,Office supplies purchase,Operating Expenses,Office Supplies,Maybank,Outflow,946.50,Jaya Grocer,Direct debit,
TXN-00596,2025-09-12,Consulting fee - ISO 9001 gap assessment,Revenue,Consulting Fee,CIMB,Inflow,13856.00,Ernst & Young Malaysia,,
TXN-00317,2025-09-13,Monthly retainer - Sep 2025,Revenue,Retainer Fee,Maybank,Inflow,5356.00,Kenanga Investment Bank,Recurring monthly,
TXN-00412,2025-09-13,Client payment - invoice OR-6178,Revenue,Client Payment,Maybank,Inflow,31534.00,Petronas Dagangan Sdn Bhd,,
TXN-00522,2025-09-13,Project milestone payment - Website Redevelopment,Revenue,Project Payment,Hong Leong Bank,Inflow,67626.50,Sunway Group,Recurring monthly,Large Transaction
TXN-00692,2025-09-13,Consulting fee - server rack upgrade,Revenue,Consulting Fee,Hong Leong Bank,Inflow,16086.00,KPMG Malaysia,Urgent payment,
TXN-00189,2025-09-15,EPF employer contribution - Sep 2025,Payroll,EPF Contribution,Maybank,Outflow,4125.50,Kumpulan Wang Simpanan Pekerja (KWSP),,
TXN-00052,2025-09-16,Office rental - Sep 2025,Operating Expenses,Office Rent,RHB Bank,Outflow,5828.50,IGB Real Estate Investment Trust,Approved by CFO,
TXN-00719,2025-09-16,Equipment purchase - antivirus - annual,CAPEX,Equipment Purchase,RHB Bank,Outflow,14005.00,Dell Technologies Malaysia,,
TXN-00183,2025-09-18,Materials purchase - PO SO-2988,Cost of Goods,Materials & Supplies,CIMB,Outflow,25826.50,CSC Steel Holdings Berhad,,
TXN-00474,2025-09-18,Client payment - invoice OR-6544,Revenue,Client Payment,CIMB,Inflow,30955.00,Petronas Dagangan Sdn Bhd,,
TXN-00609,2025-09-18,SOCSO and EIS contribution - Sep 2025,Payroll,SOCSO & EIS,Hong Leong Bank,Outflow,521.50,PERKESO,,
TXN-00136,2025-09-20,Project milestone payment - Warehouse Expansion,Revenue,Project Payment,RHB Bank,Inflow,59577.50,UEM Sunrise Berhad,Urgent payment,Large Transaction
TXN-00262,2025-09-20,SOCSO and EIS contribution - Sep 2025,Payroll,SOCSO & EIS,Maybank,Outflow,534.50,PERKESO,Revised amount per credit note,
TXN-00482,2025-09-20,Software licence - surveillance camera system,CAPEX,Software & Licences,RHB Bank,Outflow,6982.00,Oracle Malaysia,Approved by CFO,
TXN-00186,2025-09-22,Staff salary - Sep 2025,Payroll,Salary,CIMB,Outflow,24286.50,Payroll - Internal,,
TXN-00187,2025-09-23,Subcontractor payment - IT Infrastructure Upgrade,Cost of Goods,Subcontractor,CIMB,Outflow,24817.00,Mudajaya Group Berhad,Recurring monthly,
TXN-00225,2025-09-24,Client payment - invoice OR-2904,Revenue,Client Payment,RHB Bank,Inflow,17388.00,Gamuda Berhad,Recurring monthly,
TXN-00276,2025-09-24,Materials purchase - PO OR-6706,Cost of Goods,Materials & Supplies,RHB Bank,Outflow,14452.00,Cahya Mata Sarawak Berhad,Urgent payment,
TXN-00379,2025-09-24,Monthly retainer - Sep 2025,Revenue,Retainer Fee,Hong Leong Bank,Inflow,5693.00,Public Bank Berhad,,
TXN-00424,2025-09-25,Materials purchase - PO INV-1414,Cost of Goods,Materials & Supplies,Maybank,Outflow,12061.00,Nippon Paint Malaysia,,
TXN-00599,2025-09-25,Staff salary - Sep 2025,Payroll,Salary,Maybank,Outflow,23386.50,Payroll - Internal,,
TXN-00544,2025-09-26,Client payment - invoice INV-6231,Revenue,Client Payment,Hong Leong Bank,Inflow,35736.00,Sime Darby Property Berhad,Approved by CFO,
TXN-00563,2025-09-26,Internet & phone - Sep 2025,Operating Expenses,Telecommunications,CIMB,Outflow,485.50,TIME dotCom,Recurring monthly,
TXN-00531,2025-09-27,Electricity & water bill - Sep 2025,Operating Expenses,Utilities,Maybank,Outflow,1023.00,Tenaga Nasional Berhad (TNB),Approved by CFO,
